teamID,kenpom_name,sr_name,bpi_name,sr_games_name,odds_api_name,extra_name3
323,"UT Arlington","Texas Arlington","UT Arlington","Texas Arlington","UT Arlington Mavericks",NULL
324,"UT Rio Grande Valley","Texas Rio Grande Valley","UT Rio Grande Valley","Texas Rio Grande Valley","UT Rio Grande Valley Vaqueros",NULL
325,UTEP,"Texas El Paso",UTEP,UTEP,"UTEP Miners",NULL
326,UTSA,"Texas San Antonio","UT San Antonio",UTSA,"UTSA Roadrunners",NULL
327,Utah,Utah,Utah,Utah,"Utah Utes",NULL
328,"Utah St","Utah State","Utah State","Utah State","Utah State Aggies",NULL
329,"Utah Valley","Utah Valley","Utah Valley","Utah Valley","Utah Valley Wolverines",NULL
330,VCU,"Virginia Commonwealth",VCU,VCU,"VCU Rams",NULL
331,VMI,VMI,VMI,VMI,"VMI Keydets",NULL
332,Valparaiso,Valparaiso,Valparaiso,Valparaiso,"Valparaiso Crusaders",NULL
333,Vanderbilt,Vanderbilt,Vanderbilt,Vanderbilt,"Vanderbilt Commodores",NULL
334,Vermont,Vermont,Vermont,Vermont,"Vermont Catamounts",NULL
335,Villanova,Villanova,Villanova,Villanova,"Villanova Wildcats",NULL
336,Virginia,Virginia,Virginia,Virginia,"Virginia Cavaliers",NULL
337,"Virginia Tech","Virginia Tech","Virginia Tech","Virginia Tech","Virginia Tech Hokies",NULL
338,Wagner,Wagner,Wagner,Wagner,"Wagner Seahawks",NULL
339,"Wake Forest","Wake Forest","Wake Forest","Wake Forest","Wake Forest Demon Deacons",NULL
340,Washington,Washington,Washington,Washington,"Washington Huskies",NULL
341,"Washington St","Washington State","Washington State","Washington State","Washington St Cougars",NULL
342,"Weber St","Weber State","Weber State","Weber State","Weber State Wildcats",NULL
343,"West Virginia","West Virginia","West Virginia","West Virginia","West Virginia Mountaineers",NULL
344,"Western Carolina","Western Carolina","Western Carolina","Western Carolina","Western Carolina Catamounts",NULL
345,"Western Illinois","Western Illinois","Western Illinois","Western Illinois","Western Illinois Leathernecks",NULL
346,"Western Kentucky","Western Kentucky","Western Kentucky","Western Kentucky","Western Kentucky Hilltoppers",NULL
347,"Western Michigan","Western Michigan","Western Michigan","Western Michigan","Western Michigan Broncos",NULL
348,"Wichita St","Wichita State","Wichita State","Wichita State","Wichita St Shockers",NULL
349,"William & Mary","William & Mary","William & Mary","William & Mary","William & Mary Tribe",NULL
350,Winthrop,Winthrop,Winthrop,Winthrop,"Winthrop Eagles",NULL
351,Wisconsin,Wisconsin,Wisconsin,Wisconsin,"Wisconsin Badgers",NULL
352,Wofford,Wofford,Wofford,Wofford,"Wofford Terriers",NULL
353,"Wright St","Wright State","Wright State","Wright State","Wright St Raiders",NULL
354,Wyoming,Wyoming,Wyoming,Wyoming,"Wyoming Cowboys",NULL
355,Xavier,Xavier,Xavier,Xavier,"Xavier Musketeers",NULL
356,Yale,Yale,Yale,Yale,"Yale Bulldogs",NULL
357,"Youngstown St","Youngstown State","Youngstown State","Youngstown State","Youngstown St Penguins",NULL
